Name,Platform,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Final Fight 2,SNES,1993,390000.0,120000.0,490000.0,20000.0
Ace Combat 6: Fires of Liberation,X360,2007,690000.0,40000.0,220000.0,60000.0
Bayonetta 2,WiiU,2014,340000.0,280000.0,100000.0,300000.0
Prince of Persia,X360,2008,540000.0,350000.0,20000.0,100000.0
God of War: Ghost of Sparta,PSP,2010,410000.0,360000.0,30000.0,210000.0
Sonic Generations,3DS,2011,440000.0,460000.0,10000.0,90000.0
Ninja Gaiden II,X360,2008,650000.0,220000.0,50000.0,100000.0
Monster Rancher,PS,1997,120000.0,80000.0,740000.0,70000.0
The LEGO Movie Videogame,PS3,2014,330000.0,480000.0,20000.0,180000.0
Breath of Fire III,PS,1997,290000.0,190000.0,460000.0,70000.0
PES 2009: Pro Evolution Soccer,X360,2008,130000.0,760000.0,30000.0,90000.0
Dead or Alive 2,PS2,2000,300000.0,240000.0,380000.0,80000.0
Excitebike 64,N64,2000,650000.0,150000.0,190000.0,10000.0
NES Open Tournament Golf,NES,1991,410000.0,100000.0,470000.0,20000.0
Game & Watch Gallery,GB,1997,630000.0,250000.0,90000.0,30000.0
Haze,PS3,2008,490000.0,330000.0,20000.0,150000.0
Killzone: Mercenary,PSV,2013,250000.0,490000.0,40000.0,220000.0
Dynasty Warriors 3: Xtreme Legends,PS2,2002,130000.0,100000.0,740000.0,30000.0
Rocksmith 2014,PS3,2013,510000.0,270000.0,50000.0,150000.0
Tom Clancy's Splinter Cell: Blacklist,X360,2013,570000.0,340000.0,10000.0,80000.0
Ace Combat X: Skies of Deception,PSP,2006,370000.0,310000.0,120000.0,190000.0
EyePet,PS3,2009,350000.0,520000.0,40000.0,90000.0
The Bouncer,PS2,2000,300000.0,230000.0,380000.0,80000.0
Pro Evolution Soccer 2008,PSP,2008,20000.0,530000.0,190000.0,250000.0
Xenoblade Chronicles,Wii,2010,490000.0,260000.0,160000.0,80000.0
Mario Party Advance,GBA,2005,500000.0,190000.0,280000.0,20000.0
Tetris 2,NES,1993,620000.0,130000.0,210000.0,20000.0
Driver: San Francisco,PS3,2011,240000.0,540000.0,10000.0,180000.0
Sniper Elite V2,PS3,2012,380000.0,390000.0,60000.0,150000.0
Tom Clancy's Splinter Cell: Blacklist,PS3,2013,340000.0,410000.0,60000.0,180000.0
Pro Evolution Soccer 2014,PS3,2013,30000.0,430000.0,510000.0,10000.0
Final Fantasy Type-0,PS4,2015,370000.0,320000.0,150000.0,140000.0
Fire Emblem,GBA,2003,490000.0,180000.0,290000.0,10000.0
Grand Theft Auto: Vice City Stories,PS2,2007,780000.0,30000.0,30000.0,130000.0
Final Fantasy X / X-2 HD Remaster,PSV,2013,210000.0,310000.0,280000.0,160000.0
Dark Cloud 2,PS2,2002,380000.0,250000.0,260000.0,70000.0
PlayStation All-Stars Battle Royale,PS3,2012,500000.0,280000.0,40000.0,140000.0
Star Soldier,NES,1986,320000.0,60000.0,570000.0,10000.0
Lost Planet 2,PS3,2010,290000.0,340000.0,200000.0,130000.0
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,410000.0,330000.0,90000.0,120000.0
Shinobi,PS2,2002,360000.0,280000.0,220000.0,90000.0
PilotWings Resort,3DS,2011,400000.0,360000.0,130000.0,70000.0
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,320000.0,330000.0,150000.0,150000.0
Wild ARMs,PS,1996,260000.0,170000.0,460000.0,60000.0
Kessen,PS2,2000,270000.0,210000.0,410000.0,70000.0
Evolve,PS4,2015,350000.0,410000.0,50000.0,150000.0
WWE SmackDown vs. Raw 2009,PS3,2008,510000.0,310000.0,10000.0,130000.0
Wii Play: Motion,Wii,2011,240000.0,430000.0,180000.0,90000.0
Colin McRae Rally 04,PS2,2003,10000.0,710000.0,10000.0,210000.0
Star Fox 64 3D,3DS,2011,480000.0,270000.0,130000.0,70000.0
Mario Tennis Open,3DS,2012,260000.0,290000.0,330000.0,50000.0
The Witcher 2: Assassins of Kings,X360,2012,480000.0,360000.0,20000.0,80000.0
Bayonetta,X360,2009,510000.0,260000.0,90000.0,80000.0
SaGa Frontier 2,PS,1999,100000.0,70000.0,710000.0,60000.0
The Legend of Zelda: Twilight Princess HD,WiiU,2016,480000.0,300000.0,80000.0,80000.0
Bully,PS2,2006,750000.0,30000.0,40000.0,120000.0
Phantasy Star Portable,PSP,2008,190000.0,60000.0,630000.0,50000.0
Operation Flashpoint: Dragon Rising,X360,2009,360000.0,450000.0,20000.0,100000.0
EA Sports Grand Slam Tennis,Wii,2009,290000.0,520000.0,20000.0,110000.0
White Knight Chronicles: International Edition,PS3,2008,330000.0,160000.0,360000.0,80000.0
SSX,PS3,2012,350000.0,420000.0,20000.0,140000.0
Sonic Riders: Zero Gravity,Wii,2008,500000.0,320000.0,20000.0,100000.0
Mega Man 4,NES,1991,510000.0,90000.0,320000.0,10000.0
Pokken Tournament,WiiU,2016,470000.0,220000.0,160000.0,70000.0
Blue Dragon,X360,2006,300000.0,330000.0,210000.0,80000.0
Dante's Inferno,X360,2010,630000.0,200000.0,20000.0,70000.0
Balloon Fight,NES,1985,390000.0,90000.0,430000.0,10000.0
Disney Magical World,3DS,2013,160000.0,200000.0,530000.0,30000.0
Crysis 3,X360,2013,510000.0,330000.0,10000.0,80000.0
Dynasty Warriors 7,PS3,2011,250000.0,140000.0,460000.0,60000.0
The Evil Within,PS3,2014,260000.0,390000.0,120000.0,140000.0
Tobal No.1,PS,1996,120000.0,80000.0,660000.0,60000.0
Lost Odyssey,X360,2007,450000.0,270000.0,110000.0,90000.0
Operation Flashpoint: Dragon Rising,PS3,2009,230000.0,460000.0,50000.0,170000.0
Homefront,PS3,2011,320000.0,400000.0,40000.0,150000.0
Harvest Moon 3D: A New Beginning,3DS,2012,410000.0,170000.0,290000.0,50000.0
Tom Clancy's EndWar,X360,2008,580000.0,240000.0,10000.0,90000.0
Tokyo Xtreme Racer 3,PS2,2003,350000.0,270000.0,210000.0,90000.0
Colin McRae Rally 2.0,PS,2000,20000.0,800000.0,20000.0,70000.0
SOCOM 4: U.S. Navy SEALs,PS3,2011,660000.0,120000.0,40000.0,80000.0
We Ski & Snowboard,Wii,2008,380000.0,290000.0,150000.0,80000.0
Crysis 3,PS3,2013,260000.0,430000.0,30000.0,180000.0
Hot Shots Tennis,PS2,2006,170000.0,130000.0,550000.0,50000.0
Sonic Heroes,XB,2003,410000.0,430000.0,10000.0,50000.0
Resistance: Retribution,PSP,2009,270000.0,360000.0,50000.0,220000.0
Spider-Man 3,PS2,2007,740000.0,30000.0,10000.0,120000.0
Samba De Amigo,Wii,2008,420000.0,370000.0,10000.0,100000.0
LittleBigPlanet Karting,PS3,2012,420000.0,320000.0,10000.0,150000.0
Call of Juarez: Bound in Blood,PS3,2009,350000.0,380000.0,10000.0,160000.0
LEGO Jurassic World,PS4,2015,320000.0,420000.0,10000.0,140000.0
Castlevania: Circle of the Moon,GBA,2001,600000.0,220000.0,50000.0,20000.0
Classic NES Series: The Legend of Zelda,GBA,2004,460000.0,170000.0,240000.0,20000.0
Fire Emblem: The Sacred Stones,GBA,2004,420000.0,160000.0,300000.0,20000.0
Ace Combat 2,PS,1997,160000.0,110000.0,560000.0,60000.0
Dissidia 012: Duodecim Final Fantasy,PSP,2011,210000.0,130000.0,460000.0,80000.0
LEGO Marvel Super Heroes,3DS,2013,420000.0,360000.0,40000.0,70000.0
F1 2010,X360,2010,180000.0,590000.0,10000.0,100000.0
Wii Fit U,WiiU,2013,390000.0,240000.0,210000.0,60000.0
Kingdoms of Amalur: Reckoning,X360,2012,550000.0,250000.0,10000.0,70000.0
Mega Man 8 Anniversary Collector's Edition,PS,1996,440000.0,300000.0,90000.0,60000.0
Sleeping Dogs,X360,2012,380000.0,410000.0,10000.0,80000.0
Resident Evil: Revelations,3DS,2012,300000.0,220000.0,300000.0,50000.0
Endless Ocean: Blue World,Wii,2009,470000.0,220000.0,120000.0,70000.0
Metal Gear Ac!d,PSP,2004,320000.0,260000.0,120000.0,170000.0
Cooking Mama: World Kitchen,Wii,2008,510000.0,280000.0,10000.0,80000.0
Tekken Tag Tournament 2,PS3,2012,280000.0,330000.0,130000.0,140000.0
GRID,X360,2008,330000.0,440000.0,10000.0,90000.0
Phantasy Star Portable 2,PSP,2009,80000.0,110000.0,620000.0,60000.0
Red Faction: Guerrilla,X360,2009,480000.0,290000.0,10000.0,90000.0
Mercenaries 2: World in Flames,PS3,2008,290000.0,400000.0,20000.0,160000.0
Need for Speed: V-Rally,PS,1997,430000.0,290000.0,90000.0,60000.0
Kingdoms of Amalur: Reckoning,PS3,2012,370000.0,300000.0,90000.0,110000.0
Beijing 2008,PS3,2008,140000.0,540000.0,10000.0,180000.0
The House of the Dead: Overkill,Wii,2009,460000.0,310000.0,20000.0,90000.0
Vagrant Story,PS,2000,300000.0,200000.0,300000.0,60000.0
Warriors Orochi,PS2,2007,110000.0,90000.0,640000.0,30000.0
Tales of Xillia 2,PS3,2012,200000.0,150000.0,450000.0,70000.0
Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,10000.0,720000.0,120000.0,10000.0
Darksiders II,PS3,2012,350000.0,370000.0,10000.0,140000.0
Dragon Ball Z: Burst Limit,PS3,2008,220000.0,340000.0,180000.0,120000.0
2010 FIFA World Cup South Africa,X360,2010,320000.0,430000.0,20000.0,90000.0
Dynasty Warriors 4: Xtreme Legends,PS2,2003,170000.0,130000.0,510000.0,40000.0
Ninja Gaiden Sigma 2,PS3,2009,520000.0,160000.0,80000.0,100000.0
Skate 2,PS3,2009,460000.0,260000.0,10000.0,120000.0
Street Fighter Alpha 2,PS,1996,140000.0,90000.0,570000.0,60000.0
Army of Two: The 40th Day,PS3,2010,440000.0,270000.0,10000.0,120000.0
Castlevania III: Dracula's Curse,NES,1989,400000.0,70000.0,370000.0,10000.0
Kirby: Planet Robobot,3DS,2016,260000.0,100000.0,440000.0,40000.0
Street Fighter EX3,PS2,2000,320000.0,250000.0,200000.0,80000.0
Sniper Elite V2,X360,2012,460000.0,290000.0,20000.0,70000.0
Thief (2014),PS4,2014,280000.0,370000.0,30000.0,160000.0
Devil May Cry HD Collection,PS3,2012,420000.0,210000.0,110000.0,100000.0
NBA 2K10,PS3,2009,750000.0,10000.0,10000.0,70000.0
Xenoblade Chronicles X,WiiU,2015,360000.0,280000.0,140000.0,60000.0
Dragon Age II,PS3,2011,400000.0,270000.0,50000.0,120000.0
Harvest Moon: Tree of Tranquility,Wii,2007,690000.0,30000.0,60000.0,60000.0
Street Fighter X Tekken,PS3,2012,420000.0,220000.0,100000.0,100000.0
Borderlands: The Handsome Collection,PS4,2015,360000.0,320000.0,30000.0,140000.0
Rogue Galaxy,PS2,2005,240000.0,160000.0,390000.0,50000.0
FIFA 15,PSV,2014,130000.0,480000.0,40000.0,190000.0
Time Crisis 4,PS3,2007,320000.0,330000.0,50000.0,140000.0
Need for Speed Rivals,X360,2013,370000.0,380000.0,10000.0,80000.0
Ace Combat 3: Electrosphere,PS,1999,220000.0,150000.0,400000.0,50000.0
Dynasty Warriors 2,PS2,2000,240000.0,190000.0,340000.0,60000.0
Borderlands 2,PSV,2014,430000.0,210000.0,10000.0,190000.0
FIFA Soccer World Championship,PS2,2000,270000.0,210000.0,280000.0,70000.0
Brute Force,XB,2003,620000.0,180000.0,10000.0,30000.0
Mega Man Legends,PS,1997,390000.0,260000.0,120000.0,50000.0
Dragon Ball: Raging Blast 2,PS3,2010,420000.0,200000.0,110000.0,90000.0
Deca Sports 2,Wii,2009,330000.0,340000.0,90000.0,70000.0
Street Fighter V,PS4,2016,350000.0,260000.0,80000.0,130000.0
Clu Clu Land,NES,1984,420000.0,100000.0,280000.0,20000.0
DmC: Devil May Cry,PS3,2013,240000.0,280000.0,190000.0,120000.0
Tales of the Abyss,3DS,2011,420000.0,190000.0,140000.0,60000.0
Stranglehold,X360,2007,400000.0,330000.0,10000.0,90000.0
Shin Megami Tensei: Persona 4,PS2,2008,340000.0,40000.0,360000.0,80000.0
Patapon,PSP,2007,330000.0,250000.0,70000.0,170000.0
Tales of Destiny II,PS,2000,60000.0,40000.0,660000.0,50000.0
Valkyrie Profile,PS,1999,70000.0,50000.0,630000.0,50000.0
Pro Evolution Soccer 2010,X360,2009,120000.0,580000.0,30000.0,80000.0
Mega Man,NES,1987,450000.0,80000.0,270000.0,10000.0
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,200000.0,260000.0,300000.0,40000.0
Dying Light,XOne,2015,430000.0,300000.0,10000.0,70000.0
Final Fantasy XI: Wings of the Goddess,PS2,2007,350000.0,270000.0,90000.0,90000.0
MadWorld,Wii,2009,460000.0,250000.0,20000.0,70000.0
Resident Evil: Revelations,PS3,2013,140000.0,320000.0,220000.0,120000.0
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,390000.0,220000.0,130000.0,60000.0
Sniper: Ghost Warrior,PS3,2011,260000.0,360000.0,40000.0,140000.0
The Godfather II,X360,2009,470000.0,240000.0,10000.0,80000.0
pro evolution soccer 2011,PSP,2010,50000.0,300000.0,290000.0,160000.0
The Walking Dead: Season One,PS3,2012,400000.0,250000.0,30000.0,110000.0
Mega Man 5,NES,1992,390000.0,70000.0,320000.0,10000.0
Star Ocean: The Last Hope,X360,2009,320000.0,200000.0,210000.0,60000.0
Dance Dance Revolution SuperNOVA 2,PS2,2007,640000.0,30000.0,20000.0,100000.0
Armored Core 2,PS2,2000,280000.0,220000.0,230000.0,70000.0
Ghost Squad,Wii,2007,420000.0,210000.0,80000.0,70000.0
Dead Island: Riptide,X360,2013,440000.0,270000.0,10000.0,70000.0
Too Human,X360,2008,380000.0,300000.0,30000.0,80000.0
Sid Meier's Civilization Revolution,PS3,2008,490000.0,190000.0,10000.0,100000.0
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,430000.0,270000.0,10000.0,70000.0
PokePark 2: Wonders Beyond,Wii,2011,270000.0,200000.0,270000.0,50000.0
Tom Clancy's Splinter Cell: Double Agent,X360,2006,670000.0,50000.0,10000.0,60000.0
Pro Evolution Soccer 2016,PS4,2015,130000.0,420000.0,130000.0,100000.0
Resident Evil: Operation Raccoon City,X360,2012,550000.0,150000.0,30000.0,60000.0
Need for Speed: ProStreet,PSP,2008,240000.0,330000.0,10000.0,200000.0
Perfect Dark Zero,X360,2005,660000.0,20000.0,30000.0,60000.0
Need For Speed: Undercover,PSP,2008,230000.0,320000.0,30000.0,190000.0
Freedom Wars,PSV,2014,220000.0,140000.0,320000.0,100000.0
Dragon Ball: Raging Blast,PS3,2009,370000.0,190000.0,110000.0,100000.0
Donkey Kong Country 3,GBA,2005,450000.0,170000.0,140000.0,10000.0
Unlimited Saga,PS2,2002,100000.0,80000.0,560000.0,30000.0
Formula 1,PS,1996,180000.0,120000.0,420000.0,50000.0
Plants vs. Zombies: Garden Warfare,PS3,2014,220000.0,400000.0,10000.0,140000.0
The Sims 3,3DS,2011,300000.0,370000.0,30000.0,70000.0
Street Fighter Alpha: Warriors' Dreams,PS,1995,170000.0,110000.0,430000.0,50000.0
Lost Planet 2,X360,2010,380000.0,240000.0,80000.0,60000.0
SoulCalibur V,PS3,2012,350000.0,240000.0,70000.0,100000.0
Pro Evolution Soccer 2015,PS4,2014,90000.0,430000.0,110000.0,130000.0
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,90000.0,30000.0,620000.0,20000.0
Kane & Lynch: Dead Men,X360,2007,360000.0,310000.0,10000.0,80000.0
Marvel vs. Capcom 2: New Age of Heroes,PS2,2002,310000.0,240000.0,130000.0,80000.0
Need for Speed: Shift,PSP,2009,160000.0,380000.0,10000.0,210000.0
Kane & Lynch: Dead Men,PS3,2007,290000.0,320000.0,10000.0,130000.0
Dark Souls II,X360,2014,480000.0,200000.0,10000.0,60000.0
True Crime: New York City,PS2,2005,570000.0,20000.0,70000.0,90000.0
Genji: Days of the Blade,PS3,2006,180000.0,380000.0,60000.0,140000.0
Harvest Moon: Animal Parade,Wii,2008,600000.0,90000.0,20000.0,50000.0
Rare Replay,XOne,2015,470000.0,210000.0,10000.0,70000.0
Mega Man X5,PS,2000,300000.0,210000.0,200000.0,50000.0
The Godfather II,PS3,2009,410000.0,220000.0,10000.0,110000.0
Turok,X360,2008,460000.0,210000.0,10000.0,70000.0
Zone of the Enders,PS2,2001,300000.0,240000.0,130000.0,80000.0
Red Faction: Guerrilla,PS3,2009,330000.0,280000.0,20000.0,120000.0
Street Fighter EX Plus Alpha,PS,1997,280000.0,190000.0,230000.0,50000.0
Tales of Vesperia,X360,2008,320000.0,180000.0,190000.0,50000.0
Split/Second,PS3,2010,310000.0,310000.0,10000.0,120000.0
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,220000.0,170000.0,300000.0,60000.0
Borderlands: The Pre-Sequel,X360,2014,460000.0,220000.0,10000.0,60000.0
LittleBigPlanet 3,PS3,2014,200000.0,430000.0,10000.0,110000.0
Ace Combat: Assault Horizon,PS3,2011,300000.0,160000.0,220000.0,70000.0
Resonance of Fate,PS3,2010,200000.0,220000.0,240000.0,90000.0
Final Fantasy XIII-2,X360,2011,360000.0,300000.0,20000.0,60000.0
Mario & Luigi: Paper Jam,3DS,2015,160000.0,300000.0,250000.0,40000.0
Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2001,420000.0,160000.0,150000.0,10000.0
Brink,PS3,2011,290000.0,320000.0,10000.0,120000.0
LEGO Marvel Super Heroes,WiiU,2013,310000.0,350000.0,20000.0,60000.0
Blur,PS3,2010,220000.0,370000.0,20000.0,130000.0
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,270000.0,250000.0,140000.0,80000.0
Persona 4: Arena,PS3,2012,300000.0,120000.0,240000.0,70000.0
Sword of Mana,GBA,2003,310000.0,110000.0,300000.0,20000.0
Star Ocean: The Last Hope International,PS3,2010,280000.0,160000.0,220000.0,80000.0
FIFA: Road to World Cup 98,PS,1997,140000.0,90000.0,460000.0,50000.0
Classic NES Series: Donkey Kong,GBA,2004,400000.0,150000.0,170000.0,10000.0
F1 2011,X360,2011,110000.0,510000.0,10000.0,90000.0
DiRT 3,X360,2011,230000.0,410000.0,10000.0,80000.0
Katamari Damacy,PS2,2004,470000.0,20000.0,170000.0,80000.0
Ratchet & Clank Collection,PS3,2012,470000.0,140000.0,20000.0,90000.0
Style Savvy: Trendsetters,3DS,2012,160000.0,20000.0,530000.0,10000.0
Final Fantasy XIV: A Realm Reborn,PS4,2014,320000.0,220000.0,80000.0,100000.0
NBA Live 08,PS2,2007,590000.0,20000.0,10000.0,100000.0
James Bond 007: Blood Stone,PS3,2010,180000.0,380000.0,20000.0,130000.0
Monster Hunter Tri,WiiU,2012,260000.0,190000.0,220000.0,40000.0
Mobile Suit Gundam: Encounters in Space,PS2,2003,50000.0,40000.0,610000.0,10000.0
Catherine,PS3,2011,300000.0,150000.0,200000.0,70000.0
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,180000.0,10000.0,500000.0,20000.0
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015,160000.0,130000.0,370000.0,60000.0
Resident Evil: Survivor,PS,2000,230000.0,150000.0,290000.0,50000.0
Dynasty Warriors 6,PS3,2007,180000.0,80000.0,410000.0,40000.0
Persona Q: Shadow of the Labyrinth,3DS,2014,330000.0,70000.0,270000.0,40000.0
Final Fantasy X/X-2 HD Remaster,PS4,2015,290000.0,250000.0,60000.0,110000.0
Yu-Gi-Oh! The Falsebound Kingdom,GC,2002,490000.0,130000.0,70000.0,20000.0
Blast Corps,N64,1997,390000.0,90000.0,170000.0,60000.0
"WarioWare, Inc.: Mega Party Game$",GC,2003,200000.0,50000.0,440000.0,20000.0
Battle Arena Toshinden 2,PS,1995,150000.0,100000.0,410000.0,50000.0
Metal Gear Solid V: The Phantom Pain,XOne,2015,370000.0,260000.0,10000.0,60000.0
2014 FIFA World Cup Brazil,PS3,2014,150000.0,390000.0,10000.0,160000.0
Infinite Undiscovery,X360,2008,340000.0,180000.0,120000.0,60000.0
Prince of Persia: The Forgotten Sands,PS3,2010,190000.0,360000.0,10000.0,130000.0
Chocobo's Dungeon 2,PS,1998,40000.0,30000.0,580000.0,50000.0
Ape Escape: On the Loose,PSP,2005,520000.0,10000.0,120000.0,50000.0
Mobile Suit Gundam: Journey to Jaburo,PS2,2000,160000.0,130000.0,360000.0,40000.0
Metal Gear Solid V: The Phantom Pain,PS3,2015,210000.0,180000.0,220000.0,80000.0
Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,370000.0,140000.0,170000.0,10000.0
The LEGO Movie Videogame,3DS,2014,280000.0,310000.0,50000.0,50000.0
Metal Gear Solid: Portable Ops Plus,PSP,2007,260000.0,10000.0,260000.0,170000.0
The Sly Collection,PS3,2010,520000.0,90000.0,10000.0,70000.0
Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,10000.0,610000.0,20000.0,40000.0
The Last Remnant,X360,2008,250000.0,200000.0,180000.0,60000.0
The Last Story,Wii,2011,320000.0,130000.0,180000.0,40000.0
Spider-Man 3,PS3,2007,260000.0,290000.0,20000.0,120000.0
Rayman Legends,WiiU,2013,260000.0,330000.0,30000.0,60000.0
Hot Shots Golf: Open Tee 2,PSP,2007,210000.0,110000.0,280000.0,80000.0
Metro: Last Light,PS4,2014,220000.0,300000.0,40000.0,120000.0
Bushido Blade 2,PS,1998,250000.0,170000.0,220000.0,40000.0
Suikoden II,PS,1998,150000.0,100000.0,380000.0,40000.0
Red Steel,Wii,2006,550000.0,40000.0,40000.0,50000.0
Tourist Trophy: The Real Riding Simulator,PS2,2006,280000.0,220000.0,110000.0,70000.0
.hack//Mutation Part 2,PS2,2002,230000.0,180000.0,200000.0,60000.0
Turok,PS3,2008,350000.0,220000.0,10000.0,100000.0
Lollipop Chainsaw,PS3,2012,260000.0,210000.0,110000.0,90000.0
Armored Core 3,PS2,2002,220000.0,170000.0,230000.0,60000.0
The LEGO Movie Videogame,PS4,2014,240000.0,310000.0,10000.0,110000.0
Wild ARMs 2,PS,1999,190000.0,130000.0,310000.0,40000.0
Castlevania: Lords of Shadow,X360,2010,420000.0,180000.0,10000.0,50000.0
007: Quantum of Solace,Wii,2008,300000.0,290000.0,10000.0,70000.0
Borderlands: The Pre-Sequel,PS3,2014,250000.0,260000.0,50000.0,110000.0
Shaun White Snowboarding,PS3,2008,310000.0,240000.0,10000.0,100000.0
The LEGO Movie Videogame,WiiU,2014,350000.0,230000.0,30000.0,60000.0
Naruto Shippuden: Ultimate Ninja 4,PS2,2007,260000.0,10000.0,130000.0,260000.0
Fist of the North Star: Ken's Rage,PS3,2010,60000.0,30000.0,550000.0,20000.0
New Play Control! Pikmin,Wii,2008,290000.0,140000.0,190000.0,40000.0
Suikoden IV,PS2,2004,170000.0,130000.0,300000.0,50000.0
Um Jammer Lammy,PS,1998,120000.0,80000.0,410000.0,40000.0
F1 2015,PS4,2015,90000.0,440000.0,30000.0,90000.0
Tom Clancy's EndWar,PS3,2008,320000.0,220000.0,10000.0,100000.0
Radiata Stories,PS2,2005,180000.0,140000.0,290000.0,50000.0
F-Zero GX,GC,2003,410000.0,110000.0,120000.0,20000.0
Yoshi Topsy-Turvy,GBA,2004,250000.0,90000.0,300000.0,10000.0
World of Dragon Warrior - Torneko: The Last Hope,PS,1999,20000.0,10000.0,580000.0,40000.0
Drakengard,PS2,2003,190000.0,150000.0,260000.0,50000.0
Dead or Alive 5,PS3,2012,230000.0,150000.0,200000.0,70000.0
Star Ocean: First Departure,PSP,2007,200000.0,140000.0,220000.0,90000.0
Dragon Age: Inquisition,PS3,2014,260000.0,230000.0,50000.0,100000.0
Sengoku Basara: Samurai Heroes,PS3,2010,170000.0,40000.0,400000.0,30000.0
Dragon Ball: Raging Blast 2,X360,2010,490000.0,90000.0,10000.0,50000.0
Lost Planet: Extreme Condition,PS3,2008,310000.0,170000.0,70000.0,90000.0
Castlevania,N64,1999,440000.0,100000.0,40000.0,50000.0
Onimusha: Dawn of Dreams,PS2,2006,150000.0,120000.0,340000.0,40000.0
NieR,PS3,2010,170000.0,200000.0,200000.0,70000.0
Gravity Rush,PSV,2012,260000.0,200000.0,90000.0,100000.0
White Knight Chronicles II,PS3,2010,230000.0,90000.0,270000.0,50000.0
NBA Live 08,PS3,2007,560000.0,20000.0,10000.0,50000.0
Donkey Kong Barrel Blast,Wii,2007,200000.0,260000.0,110000.0,60000.0
Okami,Wii,2008,450000.0,100000.0,40000.0,50000.0
Middle-Earth: Shadow of Mordor,PS3,2014,200000.0,330000.0,10000.0,100000.0
Red Steel 2,Wii,2010,360000.0,210000.0,10000.0,60000.0
F1 2013,PS3,2013,10000.0,450000.0,30000.0,150000.0
Tony Hawk's Project 8,PS3,2006,300000.0,230000.0,10000.0,100000.0
Super Castlevania IV,SNES,1991,320000.0,50000.0,250000.0,10000.0
God of War III,PS4,2015,230000.0,290000.0,10000.0,100000.0
Ape Escape 2,PS2,2002,120000.0,90000.0,380000.0,30000.0
Shin Megami Tensei: Persona 3 FES,PS2,2007,220000.0,200000.0,160000.0,50000.0
Shin Megami Tensei: Persona 3 Portable,PSP,2009,180000.0,60000.0,340000.0,40000.0
Okami,PS2,2006,110000.0,30000.0,150000.0,340000.0
Wet,PS3,2009,220000.0,270000.0,10000.0,110000.0
Vanquish,PS3,2010,210000.0,220000.0,110000.0,90000.0
Wild ARMs 3,PS2,2002,160000.0,130000.0,290000.0,40000.0
Sacred 2: Fallen Angel,PS3,2009,220000.0,230000.0,80000.0,90000.0
Pro Evolution Soccer 2015,PS3,2014,100000.0,230000.0,220000.0,80000.0
Dead Island: Riptide,PS3,2013,260000.0,200000.0,70000.0,90000.0
Viewtiful Joe,GC,2003,380000.0,100000.0,120000.0,20000.0
FIFA Soccer,PSV,2012,170000.0,340000.0,20000.0,90000.0
Metal Gear Solid V: Ground Zeroes,PS3,2014,140000.0,140000.0,270000.0,60000.0
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,270000.0,180000.0,90000.0,80000.0
Bass Landing,PS,1999,210000.0,140000.0,230000.0,40000.0
Muramasa: The Demon Blade,Wii,2009,330000.0,130000.0,110000.0,40000.0
Plants vs. Zombies: Garden Warfare,PS4,2014,210000.0,290000.0,10000.0,110000.0
Samurai Warriors 2,PS2,2006,20000.0,20000.0,570000.0,10000.0
Dynasty Warriors 8,PS3,2013,120000.0,110000.0,340000.0,50000.0
New Play Control! Donkey Kong Jungle Beat,Wii,2008,240000.0,170000.0,140000.0,50000.0
Yakuza: Dead Souls,PS3,2011,90000.0,70000.0,420000.0,30000.0
Pac-Man Party,Wii,2010,470000.0,90000.0,10000.0,40000.0
Final Fantasy IV Advance,GBA,2005,270000.0,100000.0,220000.0,10000.0
Disney TH!NK Fast: The Ultimate Trivia Showdown,Wii,2008,370000.0,160000.0,10000.0,60000.0
New Play Control! Pikmin 2,Wii,2009,110000.0,140000.0,330000.0,20000.0
Hot Shots Golf: World Invitational,PSV,2011,190000.0,110000.0,250000.0,60000.0
Wave Race: Blue Storm,GC,2001,400000.0,100000.0,90000.0,20000.0
LEGO Jurassic World,3DS,2015,310000.0,220000.0,30000.0,50000.0
Alice: Madness Returns,PS3,2011,220000.0,250000.0,40000.0,90000.0
Suikoden,PS,1995,210000.0,140000.0,210000.0,40000.0
Mickey's Speedway USA,N64,2000,370000.0,80000.0,140000.0,10000.0
International Superstar Soccer 64,N64,1997,90000.0,260000.0,230000.0,20000.0
PGR3 - Project Gotham Racing 3,X360,2005,490000.0,30000.0,30000.0,50000.0
Kane & Lynch 2: Dog Days,PS3,2010,170000.0,280000.0,50000.0,100000.0
2002 FIFA World Cup,PS2,2002,210000.0,170000.0,160000.0,60000.0
